video,summary
B0639.60,The baboons are sitting on tree branches.
B0760.33,"Wild animals, including elephants, lions, giraffes, monkeys, and others, are sitting in trees."
B0150.1,"Monkeys, birds, and other animals are seen sitting, walking, and perching on rocks."
B0682.9,"The animals are standing or sitting in various locations, with elephants and giraffes standing in trees and forests, and birds sitting on top of trees."
B0933.4,"The baboons and monkeys are walking, standing, and climbing on rocks, hillsides, and cliffs."
B0723.12,"The baboons, elephants, and gorillas are standing, sitting, and standing on top of trees, hills, and bushes in the wild."
B0785.62,"Animals of various species, including monkeys, baboons, bears, and gorillas, are sitting, eating, and hiding in trees and on tree branches in the wild and desert environments."
B0495.11,"The baboons are standing, walking, and moving around in the dirt and on the ground."
B0720.10,"The baboons and monkeys are sitting in and on trees and bushes, eating leaves."
B0803.44,The baboons and gorillas are sitting in or on trees.
B0856.9,"The animals are standing, sitting, swimming, playing, and jumping in the water, with some perched on rocks, while others are swimming near rocks."
B0954.2,The baboons are standing and sitting on the rocks.
B0924.15,The baboons are standing and sitting on top of rocks.
B0130.6,The baboons and monkey are sitting on top of trees.
B0692.48,"Animals, including baboons, elephants, and lions, are sitting, standing, and gathering in trees and on hillsides."
B0766.32,Two baboons are sitting on top of a hill.
B0207.11,"The animals, including birds, kangaroos, lizards, and monkeys, are walking, standing, and sitting on the ground in the desert and dirt fields."
B0879.25,"Animals of various species sit and stand on top of rocks in the desert, river, and wild."
B0711.32,The baboons are sitting.
B0089.12,"The animals, including lions, giraffes, koalas, leopards, kangaroos, elephants, and monkeys, sit in or on trees in various locations, including the wild, desert, forest, and bush."
B0199.12,"The animals are walking, sitting, and standing on the ground, hills, and roads in the desert, with some also flying overhead."
B0407.2,"The animals, including kangaroos, baboons, and monkeys, are laying, playing, resting, and sitting on the ground and rocks."
B0959.17,"The animals, including baboons, monkeys, bears, and bigfoot, are standing, sitting, and walking on rocks and hills in various locations, such as forests, woods, and near bushes."
B0999.1,Monkeys and baboons are sitting and standing on top of rocks and cliffs.
B0958.23,The baboons are either sitting or standing on the rocks.
B0986.3,Monkeys and birds are sitting or standing on top of cliffs and rocks.
B0772.12,The baboons are sitting.
B0728.30,"The baboons and monkeys are seen sitting, standing, climbing, and walking on and around trees, both in the wild and in zoos."
B1065.2,"Baboons and monkeys are walking on rocks, standing on rocks, and walking on hillslides."
B0266.10,"The animals, including monkeys, baboons, and birds, are walking in the desert."
B0586.5,The baboons are sitting on the rocks.
B0692.49,"The animals are sitting on or standing on top of trees, including baboons, monkeys, giraffes, and elephants."
B1026.29,Monkeys and baboons are sitting on top of rocks.
B0652.5,Monkeys and big cats are sitting in trees in the wild.
B0685.16,"Baboons are sitting on top of trees, branches, and in the middle of the day, while a lion also sits on top of a tree branch."
B0085.13,"Baboons sit, sit, and sit in trees in various locations, including hillsides, forests, and savannahs."
B0274.14,"Birds, monkeys, baboons, and kangaroos are walking on the ground in the desert."
B0240.8,"Birds and monkeys are walking on the ground, both in fields and deserts."
B0846.8,"The animals are sitting, standing, and sitting on rocks in the water."
B0307.3,"Monkeys and birds are walking and flying across the desert, while other animals walk on the ground and on dirt roads."
B0968.38,"The bird perched on the side of a cliff, while a bear and an eagle climbed up rocks and stood on top."
B0738.10,"Monkeys and baboons are sitting in trees in various locations, including forests, deserts, roads, and woods."
B0761.3,Baboons are sitting in trees and on tree branches.
B0272.6,"The animals, including kangaroos, birds, and monkeys, are walking through the desert."
B1057.3,"Monkeys are sitting, standing, and perching on rocks and cliffs."
B0783.2,Monkeys and baboons are sitting in and on top of trees.
B0940.26,"Baboons are seen walking, standing, and climbing on rocks, hillsides, and cliffs, both alone and in groups."
B0916.2,"Baboons are drinking water from various sources, including pools, water holes, ponds, and rocks."
B0682.30,"The baboons are seen standing, eating, playing, walking, and fighting in various locations, including trees, bushes, and grassy areas."
B0512.5,The animals are sitting on top of a rock.
B0307.2,"The animals, including monkeys and birds, are walking, flying, and sitting on the ground in the desert."
B0091.6,"Animals, including monkeys, baboons, and elephants, are sitting in trees in various locations, such as the wild, desert, and near rocks."
B0777.1,"Baboons are sitting, standing, and perching in trees, on branches, and on hills."
B0830.3,"The animals are seen standing, sitting, climbing, and perching on rocks and logs in the water, while also standing on the edge of a cliff."
B1030.7,"Monkeys, baboons, bears, lions, and mountain lions are standing and sitting on top of rocks and cliffs."
B0426.2,"The animals, including cats, rats, monkeys, bears, lizards, and others, are sitting or laying on the rocks or ground."
B0856.1,"The animals are sitting, standing, laying, and crossing the water, and some are even perched on rocks."
B1040.50,"The bears are climbing, standing, and sitting on rocks, while a monkey is also standing on top of a rock."
B0980.36,"Animals, including a bear, are seen standing on, in, or near rocks."
B0209.4,"The animals are walking, laying, and moving through the desert, including walking on the ground, through brush, and on a dirt road."
B0617.10,"Animals of various species, including sloths, monkeys, bears, lizards, and birds, are climbing up rocks and cliffs."
B0593.5,"Monkeys, bears, birds, and lizards are climbing, sitting, and standing on rocks and cliffs."
B0090.9,"Animals, including baboons, koalas, and a monkey, are sitting in trees or on tree branches in the wild, often with their babies."
B0653.63,Baboons are sitting in and on the branches of trees.
B0486.4,The baboons and monkeys are sitting and standing on top of rocks.
B0697.55,"The animals, including monkeys, cheetahs, elephants, lions, hyenas, and giraffes, are standing, sitting, and lying in various trees."
B0704.32,The baboon is sitting on top of a tree and a tree branch.
B0667.38,"Animals of various species, including bears, monkeys, and elephants, are sitting in trees, often with their heads, trunks, or bodies sticking out or perched on branches."
B0744.6,"The monkeys and baboons are sitting, sitting, and sitting some more, both on the ground and in the trees."
B0680.25,"The animals are sitting on top of, in, or near trees, branches, and bushes, with various species such as monkeys, bears, baboons, and an eagle engaging in this behavior."
B0915.18,"Baboons and monkeys are standing and sitting on the rocks, both near and far from water."
B0642.39,The baboon is sitting on various branches.
B1014.51,"The animals, including seals, monkeys, bears, penguins, and others, are sitting or standing on top of rocks."
B0655.9,"Various animals, including giraffes, monkeys, lions, and elephants, are sitting in trees in the wild."
B0646.62,The baboon sits on top of a tree.
B0377.12,"The monkeys are standing, sitting, and climbing on cliffs and rocks."
B0574.1,Elephants stand next to and in the grass with fallen trees.
B0128.3,"The animals are sitting in, on, or near trees, with some feeding, resting, or simply lounging in the branches."
B0239.1,"The animals, including baboons, kangaroos, wildebeest, monkeys, and birds, are walking or flying across the desert terrain."
B0641.1,The baboons are sitting.
B1003.2,Monkeys sit or stand on top of cliffs and rocks.
B0298.9,Monkeys and baboons walk through and on the ground in the desert.
B0914.22,The baboons are sitting and standing on the rocks and ground.
B0716.15,The baboons are sitting in the branches of a tree.
B0665.58,Baboons and monkeys are sitting in trees.
B0669.23,"The baboons sit in trees, on branches, and look around."
B0727.12,"Animals of various species, including monkeys, baboons, and an elephant, sit in or on trees in different locations, such as hills and the desert."
B0994.11,"Monkeys are climbing, standing, and sitting on rocks and cliffs, while bears are standing on rocks, cliffs, and in caves."
B0813.42,Baboons are sitting on top of trees.
B0739.31,"The animals sit in trees in the wild, including baboons, monkeys, and elephants."
B0085.2,Baboons are sitting in trees in various locations.
B0781.29,"Monkeys, koalas, bears, and leopards sit in trees in various environments, including forests, deserts, and the wild."
B0779.54,"Animals of various species, including baboons, monkeys, elephants, and chimpanzees, are sitting on top of trees and hills, and standing in fields and deserts."
B0241.1,"The animals, including birds, monkeys, and baboons, are walking, flying, and roaming through the desert."
B1026.10,"The baboons and monkeys sit, stand, and perch on rocks, cliffs, and edges, often in groups."
B0902.29,"Monkeys, frogs, turtles, and birds are standing, sitting, playing, and drinking in the mud and water."
B0821.2,"The animals are sitting, standing, walking, playing, and laying on the ground, mud, water, and riverbanks, with some also sitting on walls and roads."
B0665.1,The baboons and monkeys are sitting in and on the trees.
B0380.4,"The animals, including bats, monkeys, mice, and birds, are climbing, sitting, and standing on rocks and rock walls."
B0693.33,"Various animals, including elephants, leopards, cheetahs, monkeys, baboons, and giraffes, are climbing, sitting, and standing on or in trees in the wild."
B1020.21,The monkeys and baboons are standing and sitting on rocks and cliffs.
B1066.4,"Baboons and monkeys are walking on rocks, hillsides, and near trees and water."
B0938.12,"The baboons are sitting, standing, and perching on rocks."
B1024.48,The monkeys and baboons sat on top of rocks.
B0900.25,"A bear stands, sits, and stands again in the middle of the river and on top of rocks."
B0640.24,"The baboons sit, sit on branches, and look around, with some even eating while perched in the trees."
B0537.14,"The baboons are seen eating, sitting, and resting on various surfaces, such as tree trunks, rocks, and stumps."
B1003.34,"The animals are standing, sitting, or perching in various locations: a bear stands in the cave, a person stands in the cave and on the cliff, and birds sit on the rock and cliff."
B0736.28,"The baboons, lions, elephants, giraffes, and other animals are sitting in trees."
B0671.42,"The animals, including cheetahs, lions, leopards, giraffes, monkeys, ospreys, owls, and birds, are sitting or standing in trees in the wild, including in the desert."
B0797.57,"Baboons are sitting in trees, on trees, and near a river, and even eating and sitting with their babies and other animals."
B0986.6,Monkeys and baboons are sitting and standing on cliffs and rocks.
B1019.43,Monkeys and baboons are sitting on rocks and on top of rocks.
B0783.43,"The baboons and monkeys sit in the top of trees, while a bird sits on a branch."
B0974.43,The baboons and monkeys are standing or sitting on various cliffs and rocks.
B0735.27,The baboons and kangaroos are sitting in or on trees.
B0748.22,"The animals, including baboons, monkeys, crocodiles, elephants, and a lion, are walking, sitting, standing, and laying on the ground, in trees, on hills, and in the grass."
B0815.31,"Monkeys and elephants are sitting in trees, with some sitting on branches and others with their trunks sticking out or in the air."
B1035.13,"The animals, including monkeys, bears, and birds, are sitting, standing, or climbing on the sides of cliffs and rock faces."
B0709.12,"Baboons are sitting in, hanging from, or sitting on tree branches."
B0996.13,The monkeys and baboons are sitting and standing on rocks and cliffs.
B0677.40,"The baboons, monkeys, and elephants are sitting in and on top of trees."
B0744.22,"The animals, including baboons, monkeys, kangaroos, and squirrels, are sitting or standing in trees, on the ground, or on branches."
B0899.18,"Animals are seen standing, sitting, and perching on rocks and in the water in the river."
B0974.34,"Monkeys and birds are climbing, sitting, and perching on rocks and cliffs."
B0787.61,"The animals, including elephants, baboons, and gorillas, are sitting in, standing in, and perched on trees and bushes in various locations, such as forests, hills, and deserts."
B0242.12,The animals walk and stand in the desert.
B0963.2,"The small animals sit, stand, and lay on the ground and rocks."
B0505.5,The baboons sit on the rocks.
B1016.11,"Animals of various species, including elephants, monkeys, and penguins, are standing in front of and on top of rocks and caves."
B0657.44,The monkeys and baboons are sitting in trees.
B0136.5,Baboons are sitting in trees.
B0679.25,"The baboons and monkeys are sitting in or on trees, often near roads, bushes, or the ground."
B0124.6,"Elephants and monkeys are sitting in trees in various locations, including in the wild, on top of hills, and in the middle of the forest."
B0956.22,The baboons are standing on rocks and drinking water from a pool.
B0219.21,"The animals, including baboons, birds, and monkeys, are walking in the desert."
B0947.16,"The baboons are standing, sitting, and gathering around rocks and a water hole."
B1032.23,"Animals are standing, sitting, and perching on cliffs and rocks."
B0829.32,"Monkeys, baboons, and other animals are walking, standing, and sitting on rocks in the desert."
B0944.2,"The baboons and monkeys are standing or sitting on various rocky surfaces, including hillsides, cliffs, and rocks."
B0765.45,The baboon is sitting on a tree branch.
B0790.52,"Animals, including koalas, monkeys, and baboons, are sitting in trees."
B0767.33,Baboons and gorillas sit on top of trees and hills.
B0779.51,"Animals, including monkeys, elephants, and a baboon, are sitting or standing on top of trees and hills."
B0199.15,"Animals, including monkeys, baboons, and elephants, are walking and sitting on the ground in the desert."
B0726.17,"Various animals, including elephants, monkeys, bears, and baboons, are sitting on or in trees."
B0975.29,"Monkeys and baboons are sitting, standing, and climbing on rocks."
B0981.1,"The animals, including monkeys, bears, cats, birds, bats, and elephants, are standing, sitting, walking, and laying on rocks."
B0660.14,"The koalas are hanging, perched, and sitting in trees, while the giraffes, leopards, and elephants are standing or sitting in trees and forests."
B0846.9,"The animals, including an elephant, crocodile, and iguana, are swimming, standing, and swimming near rocks in the water."
B0648.51,"Monkeys and baboons sit in, on, and around trees in various locations, including forests, deserts, and wild areas."
B0662.15,The baboons are sitting on various branches in different locations.
B0832.29,"The animals are seen sitting, standing, and walking on rocks, as well as swimming in the water."
B0499.1,"Baboons and their babies sit on rocks, the ground, and in the woods, often together."
B0641.21,Baboons are sitting.
B0672.51,"The animals are sitting, standing, perched, and hanging from trees, with various species such as birds, giraffes, elephants, cheetahs, zebras, and leopards exhibiting these actions."
B0130.1,The baboons and monkeys are sitting in or on various trees and bushes.
B0702.14,"The monkeys, elephants, giraffes, leopards, lions, and cheetahs sit in trees."
B0670.49,The baboon sits in a tree.
B0773.57,The baboons sit on and eat from tree branches.
B1052.11,"Animals of various species, including bears, monkeys, penguins, and others, are sitting or standing on top of rocks and in caves."
B0203.1,"The birds and monkeys are walking, standing, sitting, and moving around on the ground in the desert."
B0298.11,"Monkeys, kangaroos, wildebeest, and other animals are walking or moving through the desert."
B0459.2,The baboons are walking.
B0126.5,"The baboons and monkeys are sitting in trees, perched on branches, and observing their surroundings."
B1027.5,"The baboons and monkeys are walking, standing, and climbing on top of and across rocks."
B0716.16,The baboons are sitting in the branches of the tree.
B0674.33,The baboons and elephants are sitting in and on trees.
B0613.9,Monkeys and squirrels are climbing up rock walls and cliffs.
B0528.5,"Animals, including baboons, monkeys, wallabies, and kangaroos, are walking, sitting, and perching on rocks and hillsides."
B0728.38,"The animals are standing in various locations, with the cheetah, leopard, lion, and elephant standing in trees, and the giraffes standing in trees or in front of trees."
B0019.6,Monkeys and baboons are standing on rocks and in the water.
B0815.19,"Monkeys, giraffes, elephants, and an eagle are sitting in or on trees in various locations, including the wild, forest, desert, and near a river."
B0110.6,"Baboons sit, stand, walk, and play on and around trees, branches, and fallen logs."
B0642.22,The baboon is sitting on various branches.
B0993.43,Monkeys and birds are climbing up and sitting on the side of a cliff.
B0995.54,"The bears climb, stand, and sit on rocks, cliffs, and caves, while a person also climbs, stands, and sits on rocks and cliffs."
B0669.14,Baboons are sitting in trees.
B0704.3,The baboon is sitting on top of a tree and a tree branch.
B0729.25,The baboons are sitting on or in the trees.
B0552.1,"The animals are standing, sitting, walking, and moving around on the ground in various environments such as forests, fields, deserts, and near trees and rocks."
B0925.12,"The baboons are walking, standing, and sitting on various surfaces, including the ground, rocks, paths, and hills."
B0846.18,"The animals are seen standing, swimming, and sitting in the mud and water, with some crossing the river and others resting on rocks."
B1000.4,"The monkeys and baboons are climbing, standing, and walking on rocks, cliffs, and rock walls."
B0676.58,The baboons and monkeys are sitting in the trees.
B0396.4,The baboons are sitting on the rocks.
B0816.37,"Monkeys are sitting in, on, and on top of trees, while bears and elephants are also sitting in trees."
B0819.34,The animals swim and navigate through the river and around the rocks.
B0760.10,"Wild animals, including monkeys, giraffes, baboons, elephants, lions, and a bird, are sitting in trees."
B0798.6,Baboons sit on top of trees.
B0997.10,"The bear stands on top of a rock, while a bird perches on the side of a cliff."
B0745.1,The animals are sitting or standing in trees in the wild.
B0962.2,The baboons are fighting on the ground and standing on top of rocks.
B1038.56,The bird perches on the side of a cliff and an eagle sits on a large rock wall.
B0999.33,"Monkeys and baboons are sitting, standing, and perching on rocks and cliffs."
B0690.25,"Baboons sit, sit, and sit some more, often in trees, but also on the ground, and occasionally eat bananas."
B0685.33,"The animals, including baboons, monkeys, and elephants, sit in and on trees in the wild."
B0735.4,"The animals, including baboons, monkeys, elephants, and a bear, are sitting, walking, and standing in trees, searching for food and enjoying the surroundings."
B0655.59,"The animals, including kangaroos, monkeys, elephants, baboons, bears, and giraffes, are sitting, standing, and walking in trees in their natural habitats."
B0289.3,"The animals, including baboons, birds, and penguins, are walking on the ground, either in large groups or small flocks, in various locations including the desert."
B0274.2,"The animals are walking, roaming, and moving around on the ground and dirt paths."
B0240.5,"The animals walk across various environments, including dirt fields, deserts, and roads, both on the ground and in the air."
B0787.15,The gorillas and baboons are sitting in and on trees.
B0424.1,The birds and black bears are sitting or standing on top of rocks.
B0690.44,The baboons and monkeys are sitting in and on trees.
B0818.2,"Birds are sitting on or next to rocks in or near water, while animals are standing or sitting in or next to water with rocks."
B0996.20,Baboons and monkeys are standing on rocks and cliffs.
B0429.5,"The birds perch on rocks, including the top of a rock, near the water, and near a cliff."
B0647.47,Baboons are sitting on top of hills and trees.
B0800.37,The baboons and kangaroos are sitting in and on tree branches.
B0983.39,"Bears and a leopard are climbing up rocks and cliffs, while a person is also climbing up rocks and cliffs."
B0014.11,The baboons are standing on rocks in the water.
B0688.12,The baboons are sitting in the trees.
B0521.2,The monkeys are sitting on the rocks.
B0812.60,The baboons are sitting in a tree.
B0505.7,The baboons sat on the rock.
B0798.60,"The baboons are sitting on or in trees, eating leaves."
B0731.7,"The baboons are standing, sitting, and standing on top of trees and tree branches."
B0393.9,"The animals, including birds and monkeys, are sitting on various surfaces such as rocks, ground, and bushes."
B0797.54,"The baboons are sitting in or on trees, bushes, and eating leaves and bananas."
B0799.7,"The baboons are sitting in, on, and around trees and branches."
B1005.48,"The birds, monkeys, and penguins are sitting on top of rocks and cliffs."
B0699.18,"The animals are standing, sitting, and perching in various locations, including trees, hills, fields, grass, and brush."
B0426.5,Animals are sitting on and lying down on rocks and the ground.
B0820.41,"The mountain lion, monkeys, and other animals are seen walking, climbing, and swimming in the desert and on rocks."
B0429.12,"Monkeys are climbing up rocks, walls, and cliffs, while bears and a mountain lion are standing or sitting on top of rocks and cliffs."
B0418.9,"Trees are growing out of rocks, cliffs, and walls, while a bear stands in front of a rock wall."
B0496.10,The baboons sat.
B0655.47,"The animals, including monkeys, giraffes, and elephants, are sitting in trees, either alone or in groups, in various locations such as forests, deserts, hills, and near rocks."
B1013.42,Monkeys and baboons are sitting and standing on top of cliffs and rocks.
B0394.7,"The animals, including monkeys, baboons, and a bear, are sitting and laying on rocks."
B0775.29,"The baboons are sitting, eating, and lounging in and around trees, branches, and the ground."
B0778.65,"The baboons sit, sit, and sit some more, often in trees, branches, or near trees."
B0953.5,Baboons are seen walking and standing on rocks and hillside terrain.
B0374.6,The monkeys and birds are sitting on rocks and cliffs.
B0039.5,Baboons are sitting in trees.
B1015.59,"Birds are sitting on rocks and perched on cliffs, while bears are sitting on rocks and standing on cliffs and in caves."
B0666.43,"The baboons, monkeys, gorillas, and elephants are all sitting in or on trees."
B0687.22,Baboons are sitting in trees.
B0859.19,"The animals are sitting on and in the water, with a monkey perched on a rock."
B0807.59,"The animals are standing, sitting, or perching in various locations, including trees, forests, fields, rivers, dirt roads, and the ground."
B0921.18,The baboons and monkeys are standing or sitting on the rocks near water.
B0792.38,"Animals are laying down, standing, and sitting on the ground, in trees, and on rocks in various locations such as forests, deserts, and fields."
B0814.27,"Baboons sit in, on, and around trees, either alone or with others."
B0800.35,Baboons and koalas are sitting in and on tree branches.
B0691.4,"The baboons are seen standing, sitting, and eating in various locations, including hills, trees, and the ground."
B0652.22,Monkeys and a giraffe sit or stand in trees in the wild.
B0702.11,"Various animals, including elephants, giraffes, lions, leopards, eagles, and cheetahs, are standing, sitting, and perching in trees."
B0803.43,"The animals, including baboons and gorillas, are sitting in trees."
B1014.9,Monkeys and baboons are standing and sitting on cliffs and rocks.
B0768.17,Monkeys and bears sit in and on tree branches in various locations.
B0710.14,The baboons and monkeys are sitting and standing on top of trees and branches.
B0789.7,"Animals, including elephants, monkeys, baboons, giraffes, and chimpanzees, are seen sitting, standing, and climbing trees in various environments, including the wild, desert, and savannah."
B0785.40,"The animals, including monkeys, baboons, and elephants, are sitting, hiding, and standing under, on, and near trees in the desert."
B0210.18,"The animals are standing, walking, hiding, laying, and sitting on the ground in the desert."
B0780.2,"Animals of various species, including monkeys, giraffes, lions, kangaroos, koalas, and elephants, are sitting in trees, standing in trees, or perching in branches."
B0212.22,"Monkeys, birds, and other animals are walking, sitting, and laying on the ground in the desert."
B0446.1,"The baboons are sitting in various locations, including on top of a hill, on the ground, near trees, and on the side of a hill."
B0135.6,The baboon is sitting on a tree branch.
B0889.1,"Animals, including mountain lions, monkeys, and eagles, sit, perch, and roam on and around rocks and in rivers."
B0307.8,"The birds, monkeys, and other animals are walking on the ground, across dirt fields, and on dirt roads in the desert."
B0942.21,"The baboons are standing, walking, and crossing rocks and hillsides."
B0774.4,"Baboons sit in trees, on branches, and with other baboons, monkeys, and even their babies."
B0495.6,"The baboons are walking, standing, sitting, and playing on the ground and near trees."
B0720.8,"The animals, including baboons, monkeys, and warthogs, are sitting in or on trees, eating leaves and branches."
B0581.2,The baboons and monkeys are sitting on the edge or top of a cliff.
B0650.3,The baboons are sitting in the branches of a tree.
B0772.44,The baboons and an elephant are sitting in the trees.
B0761.32,"The baboons sit, sit, and sit some more, in trees, on branches, on the ground, and on rocks."
B0743.31,Baboons and monkeys are sitting in trees in various locations in the wild.
B0225.6,"The animals are walking, sitting, and flying in the desert, with kangaroos, birds, and other animals moving around and taking up residence in the arid landscape."
B0946.19,"Baboons and monkeys gather around water sources and drink from pools, ponds, and streams."
B0675.12,"The animals, including baboons and monkeys, sit in and on trees in various locations, such as near rivers, in forests, and in the middle of the day or bush."
B0852.8,"The animals, including elephants, turtles, monkeys, and a dog, are swimming, sitting, and standing in the water, while also interacting with rocks and plants."
B0644.27,"Animals, including monkeys, giraffes, cheetahs, leopards, lions, and a crocodile, are sitting in or on trees."
B0282.11,"The animals, including monkeys, kangaroos, baboons, and birds, are walking on the ground and through the desert."
B0346.2,"The various animals, including birds, monkeys, baboons, kangaroos, and wildebeest, are walking on, across, and down dirt roads."
B0475.9,"Monkeys and baboons are seen sitting, standing, and walking on and around rocks in various locations."
B0648.54,Baboons are sitting in and on various trees and hills.
B1058.19,The bear and eagle stand on or perch on rocks and cliffs.
B0974.11,Monkeys and baboons are standing and sitting on top of and beside rocks and cliffs.
B0803.3,"Animals, including monkeys, bears, baboons, and an elephant, are sitting in trees."
B1017.23,"Monkeys are sitting, standing, and climbing on rocks and cliffs."
B0239.10,"The wildebeest, kangaroos, baboons, monkeys, and birds are all walking across or through the desert."
B0967.39,"The baboons and monkeys sit, stand, and perch on rocks and cliffs."
B0956.25,"The monkeys and baboons are standing, sitting, drinking, and walking on rocks, cliffs, and hillsides."
B0993.35,"Monkeys, birds, and penguins climb, sit, and perch on rocks and cliffs."
B0715.10,"The baboons are sitting in, on, or with the branches and trees."
B0799.26,The baboons are sitting in a tree eating.
B0814.25,The baboons are sitting in and on the trees.
B0145.6,"The monkeys and baboons are sitting, both on the ground and in trees, enjoying the shade and each other's company."
B0403.13,"The animals are sitting or standing on rocks, with monkeys and bears occupying various locations including rocks, cliffs, and ocean and mountainous areas."
B0240.24,"The animals, including baboons, monkeys, and wildebeest, are walking down dirt roads."
B0339.1,"The animals, including monkeys and birds, are walking down a dirt road."
B0718.23,"Baboons are sitting in elevated positions, with one on a tree and the other on a hill."
B0770.12,"Baboons sit in trees, on top of trees, and on tree branches, and one elephant also sits in a tree."
B0632.5,"The bear stands on top of the rock wall, while an eagle perches on the side of the cliff."
B0596.8,"The animals sit on, climb, and sit on the sides of rocks."
B0881.13,Birds sit on tree trunks and rocks in and above water.
B0765.8,The baboon is sitting on a tree branch.
B0769.11,"Animals, including monkeys, giraffes, and an eagle, are sitting in or on tree branches in various locations, including forests, deserts, and the wild."
B0854.19,The monkeys are swimming in the water.
B0647.7,"Baboons sit on various locations, including hills and trees."
B0940.13,The baboons and monkeys are standing and sitting on the rocks near the water.
B0060.11,The monkeys and baboons sit in and on trees in the wild.
B0665.5,The monkeys and baboons are sitting in and on trees.
B0736.13,"The animals are sitting in trees, with various species such as elephants, monkeys, giraffes, bears, kangaroos, koalas, and lions occupying branches and trunks."
B1031.42,"Monkeys and baboons are sitting, standing, and climbing on rocks and cliffs."
B1024.41,The baboons and monkeys are sitting on the rocks.
B0210.13,"Various animals, including birds, monkeys, and lizards, are walking, sitting, and standing on the ground, dirt roads, and hills in the desert."
B0623.6,"The animals, including monkeys, bears, and birds, are seen sitting, standing, and climbing on rocks and cliffs."
B0640.64,"The baboons, monkeys, and a large bird are sitting or laying on top of trees, branches, and bushes."
B0806.38,"The animals are standing, sitting, and lounging in various locations, such as in the forest, woods, trees, and bushes."
B0693.49,"The animals are sitting, standing, eating, walking, and climbing in and around trees, rocks, and hillsides."
B0803.8,"Various animals, including bears, elephants, giraffes, eagles, and lions, are sitting or standing in trees."
B0405.2,The monkeys and other animals are sitting on the rocks.
B1063.8,The monkeys are sitting on top of a rock.
B0078.11,"The animals, including elephants, baboons, monkeys, and hyenas, are sitting, standing, and perching in various locations, such as trees, branches, hills, and fields."
B0703.29,"The baboons are sitting, either on the ground, in the grass, or on bushes, near or next to trees."
B0645.42,The baboon is sitting on a tree branch.
B0684.13,Monkeys are sitting in and on trees.
B0902.10,The monkey and the animal sit on rocks in the river.
B0580.9,"Monkeys are sitting or standing on various surfaces, including cliffs and rocks."
B0994.45,Monkeys and baboons are sitting on rocks.
B0876.6,"The monkeys and baboons are seen walking, standing, sitting, climbing, and sitting on rocks, both on land and in water."
B0948.21,"The baboons are standing, walking, and perching on the rocks."
B0777.16,"The baboons are sitting in various locations, including trees and the ground, often near each other."
B0722.37,The baboon is sitting in a tree branch.
B0488.9,"The baboons are sitting, eating, and walking on various surfaces."
B0915.13,The baboons are sitting and standing on the rocks.
B0444.3,"The baboons sit, stand, and walk on the ground, while monkeys and hyenas also stand on the ground and a hill."
B0862.5,"The animals are seen sitting, standing, and laying on rocks, as well as in the water, in various aerial views."
B0959.23,The baboon sits on a rock.
B0969.22,"Monkeys and other animals are sitting, standing, and perching on the edge and top of a cliff."
B0899.26,"Monkeys and birds are seen standing or sitting on rocks in the river, while other animals are standing in the water next to rocks."
B0739.21,"Baboons sit, perch, and climb on tree branches."
B1055.11,"The animals, including birds, bears, bats, cats, and an owl, are sitting on or standing on rocks in the cave."
B1008.2,Monkeys and other animals are sitting on top of and around cliffs.
B0833.4,"The monkey stands on a rock in the water, and an animal stands on top of rocks in the water or river."
B0924.2,"Baboons are standing, sitting, and fighting on rocks, ground, and dirt."
B0127.2,"The animals, including baboons, monkeys, and a kangaroo, are sitting on tree branches."
B0964.7,"Baboons and monkeys are standing, sitting, and gathering on rocks and around water holes."
B0344.2,"Animals, including birds, monkeys, baboons, lizards, kangaroos, bears, and dogs, are walking, sitting, and standing on the ground, hills, and bushes in the desert."
B1001.40,"Monkeys and baboons are standing, sitting, walking, and climbing on rocks and cliffs."
B0085.7,Baboons sit in trees.
B0984.20,"Monkeys, baboons, and birds sit, stand, and sit on top of rocks and cliffs."
B0737.16,Baboons sit on top of tree branches.
B0970.21,The bears and birds are sitting or standing on rocks and cliffs.
B0473.2,The baboons climbed up onto the hill and then descended to sit on the ground.
B0801.33,The baboons and bears are sitting in or on the branches of trees.
B0153.6,Plants grow on and around rocks.
B0748.35,"The animals, including giraffes, elephants, baboons, and monkeys, are standing, sitting, walking, and laying in various locations, including fields, grass, trees, hills, rocks, water, and brush."
B0997.41,"Monkeys, meerkats, bears, and a bird are sitting, standing, and sitting on rocks and in caves."
B0722.23,"Baboons sit, sit, sit, and sit some more, often in trees, on branches, and on the ground."
B0668.12,"Baboons sit in trees, either alone or with others."
B1040.36,"The animals are climbing up rock walls, standing on top of rocks, and standing in caves."
B0641.51,The baboons are sitting in and on tree branches.
B0988.3,Monkeys and baboons sit on top of cliffs and rocks.
B0995.31,"Monkeys are sitting, standing, and perching on various surfaces, including cliffs and rocks."
B0635.31,"Baboons sit on top of trees in various locations, including in the wild."
B1049.28,Monkeys and bears are sitting and standing on rocks and cliffs.
B1034.44,"Monkeys and other animals are sitting on cliffs, either on the side or top."
B0768.11,"Monkeys, elephants, and bears are sitting in or on trees, often in their branches."
B0968.22,"The monkeys and baboons are standing, sitting, walking, and perching on various rocks and cliffs."
B0058.1,"The animals, including baboons, monkeys, hyenas, elephants, giraffes, and birds, are sitting in or on trees."
B0804.8,"The animals are sitting in or on trees in the desert, with various species including monkeys, giraffes, elephants, baboons, and birds occupying the treetops."
